device_name,manufacturer,network_type,scrb_type,scrb_type_name,plan_id,plan_name,plan_category,plan_monthly_fee,public_support_fee,additional_support_fee,total_support_fee,release_price,date,crawled_at
"iPhone 15 Pro Max
1T",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,317000,47500,364500,2497000,2024.01.05,2025-06-08 22:53:57
"iPhone 16
512G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,302000,45300,347300,1694000,2024.11.14,2025-06-08 22:53:57
"iPhone 16
256G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,302000,45300,347300,1397000,2024.11.14,2025-06-08 22:53:57
"iPhone 16
128G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,302000,45300,347300,1243000,2024.11.14,2025-06-08 22:53:57
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:53:57
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:53:57
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:53:57
"갤럭시 퀀텀5
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,239000,35800,274800,618200,2024.08.23,2025-06-08 22:53:57
"갤럭시 퀀텀5
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,239000,35800,274800,618200,2024.08.23,2025-06-08 22:53:57
"갤럭시 퀀텀5
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,239000,35800,274800,618200,2024.08.23,2025-06-08 22:53:57
"홍미노트 14 프로 5G
256G",기타,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,125000,18700,143700,399300,2025.01.22,2025-06-08 22:53:57
"홍미 14C (4GB RAM)
128G",기타,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:53:57
"홍미노트 14 프로 5G
256G",기타,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,125000,18700,143700,399300,2025.01.22,2025-06-08 22:53:58
"홍미노트 14 프로 5G
256G",기타,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,125000,18700,143700,399300,2025.01.22,2025-06-08 22:53:58
"iPhone 16 Plus
256G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,112000,16800,128800,1496000,2024.09.13,2025-06-08 22:53:58
"iPhone 16 Plus
512G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,112000,16800,128800,1793000,2024.09.13,2025-06-08 22:53:58
"iPhone 16 Plus
128G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,112000,16800,128800,1342000,2024.09.13,2025-06-08 22:53:58
"갤럭시 A25 5G
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,105000,15700,120700,449900,2024.01.05,2025-06-08 22:53:58
"갤럭시 A25 5G
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,105000,15700,120700,449900,2024.01.05,2025-06-08 22:53:58
"갤럭시 A35 5G
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,105000,15700,120700,499400,2024.06.21,2025-06-08 22:54:00
"갤럭시 A25 5G
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,105000,15700,120700,449900,2024.01.05,2025-06-08 22:54:00
"갤럭시 A35 5G
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,105000,15700,120700,499400,2024.06.21,2025-06-08 22:54:00
"갤럭시 A35 5G
128G",삼성,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,105000,15700,120700,499400,2024.06.21,2025-06-08 22:54:00
"iPhone 13
256G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,69000,10300,79300,902000,2025.02.14,2025-06-08 22:54:01
"iPhone 13
512G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,69000,10300,79300,1166000,2025.02.14,2025-06-08 22:54:01
"iPhone 15 Plus
256G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,69000,10300,79300,1496000,2023.10.13,2025-06-08 22:54:04
"iPhone 15 Plus
128G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,69000,10300,79300,1342000,2023.10.13,2025-06-08 22:54:05
"iPhone 16 Pro
256G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,490000,73500,563500,1694000,2025.05.25,2025-06-08 22:54:05
"iPhone 16 Pro Max
1T",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,490000,73500,563500,2497000,2025.05.25,2025-06-08 22:54:05
"iPhone 15 Plus
512G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,69000,10300,79300,1793000,2023.10.13,2025-06-08 22:54:05
"iPhone 13
128G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,69000,10300,79300,759000,2025.02.14,2025-06-08 22:54:05
"iPhone 16 Pro Max
256G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,490000,73500,563500,1892000,2025.05.25,2025-06-08 22:54:05
"iPhone 16e
128G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,69000,10300,79300,990000,2025.02.21,2025-06-08 22:54:05
"iPhone 16 Pro Max
512G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,490000,73500,563500,2200000,2025.05.25,2025-06-08 22:54:05
"iPhone 16 Pro
512G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,490000,73500,563500,1991000,2025.05.25,2025-06-08 22:54:05
"갤럭시 A24
128G",삼성,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,293400,44000,337400,396000,2024.03.19,2025-06-08 22:54:05
"iPhone 16e
512G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,69000,10300,79300,1430000,2025.02.21,2025-06-08 22:54:05
"갤럭시 A24
128G",삼성,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,293400,44000,337400,396000,2024.03.19,2025-06-08 22:54:05
"갤럭시 A15
128G",삼성,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:54:05
"iPhone 16 Pro
1T",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,490000,73500,563500,2299000,2025.05.25,2025-06-08 22:54:05
"iPhone 16e
256G",애플,5G,31,기기변경,NA00008143,0 청년 59,#5G 0 청년,59000,69000,10300,79300,1133000,2025.02.21,2025-06-08 22:54:05
"갤럭시 A15
128G",삼성,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:54:05
"갤럭시 A15
128G",삼성,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:54:06
"iPhone 16 Pro
128G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,490000,73500,563500,1540000,2025.05.25,2025-06-08 22:54:06
"갤럭시 A15
128G",삼성,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:54:06
"갤럭시 S25
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,487000,73000,560000,1298000,2025.05.25,2025-06-08 22:54:06
"갤럭시 A15
128G",삼성,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:54:06
"갤럭시 A15
128G",삼성,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:54:06
"갤럭시 S25
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,487000,73000,560000,1155000,2025.05.25,2025-06-08 22:54:06
"홍미노트 13
256G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,205000,30700,235700,299200,2024.03.21,2025-06-08 22:54:06
"ZEM폰 포켓몬에디션3
128G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,186000,27900,213900,326700,2024.12.27,2025-06-08 22:54:06
"갤럭시 S25+
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,487000,73000,560000,1353000,2025.05.25,2025-06-08 22:54:06
"홍미노트 13
256G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,205000,30700,235700,299200,2024.03.21,2025-06-08 22:54:06
"iPhone 16 Pro
256G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,470000,70500,540500,1694000,2025.05.25,2025-06-08 22:54:06
"갤럭시 S25 울트라
1T",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,487000,73000,560000,2127400,2025.05.25,2025-06-08 22:54:06
"홍미노트 13
256G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,205000,30700,235700,299200,2024.03.21,2025-06-08 22:54:06
"ZEM폰 포켓몬에디션2
128G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,186000,27900,213900,319000,2024.01.06,2025-06-08 22:54:06
"갤럭시 S25 울트라
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,487000,73000,560000,1698400,2025.05.25,2025-06-08 22:54:06
"iPhone 16 Pro Max
1T",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,470000,70500,540500,2497000,2025.05.25,2025-06-08 22:54:06
"ZEM폰 포켓몬에디션3
128G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,198000,29700,227700,326700,2024.12.27,2025-06-08 22:54:06
"홍미노트 13
256G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,177000,26500,203500,299200,2024.03.21,2025-06-08 22:54:06
"갤럭시 S25 울트라
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,487000,73000,560000,1841400,2025.05.25,2025-06-08 22:54:06
"iPhone 16 Pro Max
256G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,470000,70500,540500,1892000,2025.05.25,2025-06-08 22:54:06
"ZEM폰 포켓몬에디션2
128G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,198000,29700,227700,319000,2024.01.06,2025-06-08 22:54:06
"홍미노트 13
256G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,177000,26500,203500,299200,2024.03.21,2025-06-08 22:54:06
"갤럭시 S25+
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,487000,73000,560000,1496000,2025.05.25,2025-06-08 22:54:07
"iPhone 16 Pro Max
512G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,470000,70500,540500,2200000,2025.05.25,2025-06-08 22:54:07
"홍미노트 13
256G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,177000,26500,203500,299200,2024.03.21,2025-06-08 22:54:07
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:54:07
"갤럭시 Z 플립5 5G
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,415000,62200,477200,1421200,2025.01.15,2025-06-08 22:54:07
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:54:07
"iPhone 16 Pro
512G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,470000,70500,540500,1991000,2025.05.25,2025-06-08 22:54:07
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:54:07
"갤럭시 Z 플립5 5G
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,415000,62200,477200,1300200,2025.01.15,2025-06-08 22:54:07
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:54:07
"갤럭시 A16
128G",삼성,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,101500,15200,116700,319000,2024.11.29,2025-06-08 22:54:07
"iPhone 16 Pro
1T",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,470000,70500,540500,2299000,2025.05.25,2025-06-08 22:54:07
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1485000,2024.10.25,2025-06-08 22:54:07
"갤럭시 A16
128G",삼성,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,96000,14400,110400,319000,2024.11.29,2025-06-08 22:54:07
"갤럭시 A16
128G",삼성,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,101500,15200,116700,319000,2024.11.29,2025-06-08 22:54:07
"iPhone 16 Pro
128G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,470000,70500,540500,1540000,2025.05.25,2025-06-08 22:54:07
"갤럭시 A16
128G",삼성,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,96000,14400,110400,319000,2024.11.29,2025-06-08 22:54:07
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1643400,2024.10.25,2025-06-08 22:54:07
"갤럭시 S25
512G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,452000,67800,519800,1298000,2025.05.25,2025-06-08 22:54:07
"갤럭시 A16
128G",삼성,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,101500,15200,116700,319000,2024.11.29,2025-06-08 22:54:07
"갤럭시 A16
128G",삼성,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,96000,14400,110400,319000,2024.11.29,2025-06-08 22:54:07
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1643400,2024.10.25,2025-06-08 22:54:07
"홍미노트 12 프로 (8GB RAM)
256G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,74500,11100,85600,349800,2023.05.04,2025-06-08 22:54:07
"갤럭시 S25
256G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,452000,67800,519800,1155000,2025.05.25,2025-06-08 22:54:07
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1485000,2024.10.25,2025-06-08 22:54:07
"홍미노트 12 프로 (8GB RAM)
256G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,68000,10200,78200,349800,2023.05.04,2025-06-08 22:54:07
"홍미노트 12 프로 (6GB RAM)
128G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,74500,11100,85600,299200,2023.05.04,2025-06-08 22:54:07
"갤럭시 S25+
256G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,452000,67800,519800,1353000,2025.05.25,2025-06-08 22:54:07
"홍미노트 12 프로 (6GB RAM)
128G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,68000,10200,78200,299200,2023.05.04,2025-06-08 22:54:07
"갤럭시 S25 울트라
1T",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,452000,67800,519800,2127400,2025.05.25,2025-06-08 22:54:07
"스타일 폴더2
32G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,66000,9900,75900,237600,2025.01.24,2025-06-08 22:54:07
"스타일 폴더
32G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,60000,9000,69000,237600,2022.12.09,2025-06-08 22:54:07
"갤럭시 S25 울트라
256G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,452000,67800,519800,1698400,2025.05.25,2025-06-08 22:54:07
"스타일 폴더
32G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,66000,9900,75900,237600,2022.12.09,2025-06-08 22:54:07
"스타일 폴더
32G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,60000,9000,69000,237600,2022.12.09,2025-06-08 22:54:07
"갤럭시 S25 울트라
512G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,452000,67800,519800,1841400,2025.05.25,2025-06-08 22:54:07
"스타일 폴더2
32G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,66000,9900,75900,237600,2025.01.24,2025-06-08 22:54:07
"스타일 폴더2
32G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,60000,9000,69000,237600,2025.01.24,2025-06-08 22:54:07
"스타일 폴더
32G",기타,4G/LTE,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,66000,9900,75900,237600,2022.12.09,2025-06-08 22:54:07
"갤럭시 S25+
512G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,452000,67800,519800,1496000,2025.05.25,2025-06-08 22:54:07
"스타일 폴더2
32G",기타,4G/LTE,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,60000,9000,69000,237600,2025.01.24,2025-06-08 22:54:07
"갤럭시 Z 플립5 5G
512G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,385000,57700,442700,1421200,2025.01.15,2025-06-08 22:54:07
"갤럭시 Z 플립5 5G
256G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,385000,57700,442700,1300200,2025.01.15,2025-06-08 22:54:08
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1485000,2024.10.25,2025-06-08 22:54:08
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1643400,2024.10.25,2025-06-08 22:54:08
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1643400,2024.10.25,2025-06-08 22:54:08
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1485000,2024.10.25,2025-06-08 22:54:08
"갤럭시 S23 5G
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1155000,2024.08.01,2025-06-08 22:54:09
"갤럭시 S23 5G
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1276000,2024.08.01,2025-06-08 22:54:09
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1485000,2024.10.25,2025-06-08 22:54:09
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1643400,2024.10.25,2025-06-08 22:54:09
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1643400,2024.10.25,2025-06-08 22:54:09
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,380000,57000,437000,1485000,2024.10.25,2025-06-08 22:54:09
"iPhone 15
128G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,301000,45100,346100,1243000,2023.10.13,2025-06-08 22:54:09
"iPhone 15
256G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,301000,45100,346100,1397000,2023.10.13,2025-06-08 22:54:09
"iPhone 15
512G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,301000,45100,346100,1694000,2023.10.13,2025-06-08 22:54:09
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:54:09
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:54:09
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:54:09
"iPhone 15 Pro Max
1T",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,290000,43500,333500,2497000,2024.01.05,2025-06-08 22:54:09
"갤럭시 퀀텀4
128G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,290000,43500,333500,618200,2024.04.03,2025-06-08 22:54:09
"iPhone 15 Pro
512G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,290000,43500,333500,1991000,2024.01.05,2025-06-08 22:54:09
"iPhone 15 Pro Max
512G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,290000,43500,333500,2200000,2024.01.05,2025-06-08 22:54:09
"iPhone 15 Pro Max
256G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,290000,43500,333500,1892000,2024.01.05,2025-06-08 22:54:09
"갤럭시 S23 5G
256G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1155000,2024.08.01,2025-06-08 22:54:09
"iPhone 15 Pro
1T",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,290000,43500,333500,2299000,2024.01.05,2025-06-08 22:54:09
"갤럭시 S23 5G
512G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1276000,2024.08.01,2025-06-08 22:54:09
"iPhone 15 Pro
256G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,290000,43500,333500,1694000,2024.01.05,2025-06-08 22:54:09
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1485000,2024.10.25,2025-06-08 22:54:10
"iPhone 15 Pro
128G",애플,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,290000,43500,333500,1540000,2024.01.05,2025-06-08 22:54:10
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1643400,2024.10.25,2025-06-08 22:54:10
"갤럭시 Z 플립6
512G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1643400,2024.10.25,2025-06-08 22:54:10
"갤럭시 Z 플립6
256G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,343000,51400,394400,1485000,2024.10.25,2025-06-08 22:54:10
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:54:10
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:54:10
"갤럭시 와이드7
128G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,293400,44000,337400,374000,2025.04.02,2025-06-08 22:54:10
"iPhone 15
128G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,283000,42400,325400,1243000,2023.10.13,2025-06-08 22:54:11
"iPhone 15
256G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,283000,42400,325400,1397000,2023.10.13,2025-06-08 22:54:11
"iPhone 15
512G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,283000,42400,325400,1694000,2023.10.13,2025-06-08 22:54:11
"iPhone 15 Pro
256G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,270000,40500,310500,1694000,2024.01.05,2025-06-08 22:54:11
"iPhone 15 Pro
1T",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,270000,40500,310500,2299000,2024.01.05,2025-06-08 22:54:11
"iPhone 15 Pro Max
256G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,270000,40500,310500,1892000,2024.01.05,2025-06-08 22:54:11
"갤럭시 퀀텀4
128G",삼성,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,270000,40500,310500,618200,2024.04.03,2025-06-08 22:54:11
"iPhone 15 Pro
128G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,270000,40500,310500,1540000,2024.01.05,2025-06-08 22:54:11
"iPhone 15 Pro
512G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,270000,40500,310500,1991000,2024.01.05,2025-06-08 22:54:11
"iPhone 15 Pro Max
512G",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,270000,40500,310500,2200000,2024.01.05,2025-06-08 22:54:11
"iPhone 15 Pro Max
1T",애플,5G,31,기기변경,NA00008287,0 청년 43,#5G 0 청년,43000,270000,40500,310500,2497000,2024.01.05,2025-06-08 22:54:11
"갤럭시 Z 폴드6
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,287000,43000,330000,2229700,2024.08.08,2025-06-08 22:54:11
"갤럭시 Z 폴드6
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,287000,43000,330000,2388100,2024.08.08,2025-06-08 22:54:11
"갤럭시 S23 울트라 5G
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,287000,43000,330000,1599400,2023.09.15,2025-06-08 22:54:12
"갤럭시 S24 5G
512G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,287000,43000,330000,1298000,2024.09.06,2025-06-08 22:54:12
"갤럭시 S24 울트라 5G
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,287000,43000,330000,1698400,2024.05.03,2025-06-08 22:54:12
"갤럭시 Z 폴드6
256G",삼성,5G,31,기기변경,NA00008145,0 청년 49,#5G 0 청년,49000,287000,43000,330000,2229700,2024.08.08,2025-06-08 22:54:12
